Fecha Nacimiento;Nivel Educativo;Completo Nivel Educativo;Idioma;
1987-01-22;Secundaria;Incompleto;Inglés;
1987-01-22;Secundaria;Incompleto;Inglés;
1997-11-10;Secundaria;Incompleto;Inglés;
1997-11-10;Secundaria;Incompleto;Inglés;
1997-11-10;Secundaria;Incompleto;Inglés;
1983-08-05;Secundaria;Completó;Inglés;
1983-08-05;Secundaria;Completó;Inglés;
1983-08-05;Secundaria;Completó;Inglés;
1983-03-30;Primaria;Completó;Inglés;
1983-03-30;Secundaria;Completó;Inglés;
1973-08-28;Terciaria;Completó;Francés;
1973-08-28;Terciaria;Completó;Inglés;
1973-08-28;Terciaria;Completó;Inglés;
1973-08-28;Terciaria;Completó;Inglés;
1973-08-28;Terciaria;Completó;Portugues;
1994-12-04;Secundaria;Completó;Inglés;
1994-12-04;Secundaria;Completó;Inglés;
1994-12-04;Secundaria;Completó;Inglés;
1993-03-04;Secundaria;Incompleto;Inglés;
1993-03-04;Secundaria;Incompleto;Inglés;
1993-03-04;Secundaria;Incompleto;Inglés;
1986-12-16;Secundaria;Incompleto;Inglés;
1986-12-16;Secundaria;Incompleto;Inglés;
1986-12-16;Secundaria;Incompleto;Inglés;
1986-12-16;Secundaria;Incompleto;Italiano;
1986-12-16;Secundaria;Incompleto;Italiano;
1986-12-16;Secundaria;Incompleto;Italiano;
1979-02-24;Secundaria;Completó;Aleman;
1979-02-24;Terciaria;Completó;Aleman;
1979-02-24;Universitaria;Incompleto;Aleman;
1979-02-24;Secundaria;Completó;Aleman;
1979-02-24;Terciaria;Completó;Aleman;
1979-02-24;Universitaria;Incompleto;Aleman;
1979-02-24;Secundaria;Completó;Aleman;
1979-02-24;Terciaria;Completó;Aleman;
1979-02-24;Universitaria;Incompleto;Aleman;
1983-10-18;Terciaria;Completó;Inglés;
1983-10-18;Terciaria;Completó;Inglés;
1983-10-18;Terciaria;Completó;Inglés;
1996-05-16;Secundaria;Completó;Inglés;
1996-05-16;Secundaria;Completó;Inglés;
1996-05-16;Secundaria;Completó;Inglés;
1993-12-11;Secundaria;Completó;Inglés;
1993-12-11;Secundaria;Completó;Inglés;
1993-12-11;Secundaria;Completó;Inglés;
1984-05-08;Secundaria;Incompleto;Inglés;
1984-05-08;Secundaria;Incompleto;Inglés;
1984-05-08;Secundaria;Incompleto;Inglés;
1996-06-05;Secundaria;Incompleto;Inglés;
1995-05-02;Primaria;Completó;Inglés;
1995-05-02;Secundaria;En Curso;Inglés;
1995-05-02;Primaria;Completó;Inglés;
1995-05-02;Secundaria;En Curso;Inglés;
1995-05-02;Primaria;Completó;Inglés;
1995-05-02;Secundaria;En Curso;Inglés;
1997-07-23;Secundaria;En Curso;Inglés;
1986-06-14;Universitaria;Completó;Inglés;
1986-06-14;Universitaria;Completó;Inglés;
1986-06-14;Universitaria;Completó;Inglés;
1992-05-11;Secundaria;Incompleto;Inglés;
1992-05-11;Secundaria;Incompleto;Inglés;
1992-05-11;Secundaria;Incompleto;Inglés;
1998-03-28;Universitaria;Incompleto;Inglés;
1998-03-28;Universitaria;Incompleto;Inglés;
1998-03-28;Universitaria;Incompleto;Inglés;
1994-12-14;Universitaria;Completó;Inglés;
1994-12-14;Universitaria;Completó;Inglés;
1994-12-14;Universitaria;Completó;Inglés;
1996-05-22;Secundaria;Completó;Inglés;
1996-05-22;Secundaria;Completó;Inglés;
1996-05-22;Secundaria;Completó;Inglés;
1981-10-16;Posgrado;Completó;Inglés;
1981-10-16;Universitaria;Completó;Inglés;
1987-02-13;Primaria;Completó;Inglés;
1987-02-13;Secundaria;Completó;Inglés;
1974-05-03;Secundaria;Incompleto;Portugues;
1979-10-28;Secundaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1979-10-28;Secundaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1996-08-06;Secundaria;Incompleto;Inglés;
1979-10-28;Secundaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1979-10-28;Terciaria;Completó;Inglés;
1992-12-18;Terciaria;En Curso;Inglés;
1992-12-18;Terciaria;En Curso;Inglés;
1992-12-18;Terciaria;En Curso;Inglés;
1992-12-18;Terciaria;En Curso;Portugues;
1992-12-18;Terciaria;En Curso;Portugues;
1992-12-18;Terciaria;En Curso;Portugues;
1998-03-08;Secundaria;Incompleto;Inglés;
1998-03-08;Secundaria;Incompleto;Inglés;
1998-03-08;Secundaria;Incompleto;Inglés;
1987-01-13;Primaria;Completó;Inglés;
1987-01-13;Secundaria;Incompleto;Inglés;
1988-09-15;Secundaria;Completó;Inglés;
1988-09-15;Secundaria;Completó;Inglés;
1988-09-15;Secundaria;Completó;Inglés;
1988-09-15;Secundaria;Completó;Portugues;
1988-09-15;Secundaria;Completó;Portugues;
1988-09-15;Secundaria;Completó;Portugues;
1979-08-07;Secundaria;Incompleto;Inglés;
1979-08-07;Secundaria;Incompleto;Inglés;
1979-08-07;Secundaria;Incompleto;Inglés;
1987-10-05;Primaria;Completó;Inglés;
1987-10-05;Secundaria;Completó;Inglés;
1987-10-05;Primaria;Completó;Inglés;
1987-10-05;Secundaria;Completó;Inglés;
1987-10-05;Primaria;Completó;Portugues;
1987-10-05;Secundaria;Completó;Portugues;
1987-10-05;Primaria;Completó;Portugues;
1987-10-05;Secundaria;Completó;Portugues;
1992-05-20;Secundaria;Incompleto;Inglés;
1992-05-20;Secundaria;Incompleto;Portugues;
1975-07-26;Primaria;Completó;Inglés;
1975-07-26;Secundaria;Completó;Inglés;
1975-07-26;Terciaria;Completó;Inglés;
1975-07-26;Universitaria;Incompleto;Inglés;
1975-07-26;Primaria;Completó;Portugues;
1975-07-26;Secundaria;Completó;Portugues;
1975-07-26;Terciaria;Completó;Portugues;
1975-07-26;Universitaria;Incompleto;Portugues;
1981-09-07;Universitaria;Completó;Inglés;
1981-09-07;Universitaria;Completó;Inglés;
1981-09-07;Universitaria;Completó;Inglés;
1980-01-01;Secundaria;Incompleto;Inglés;
1980-01-01;Secundaria;Incompleto;Inglés;
1980-01-01;Secundaria;Incompleto;Inglés;
1988-05-16;Secundaria;Completó;Inglés;
1973-08-23;Secundaria;Incompleto;Mapudungún;
1973-08-23;Secundaria;Incompleto;Mapudungún;
1973-08-23;Secundaria;Incompleto;Mapudungún;
1982-10-30;Universitaria;Incompleto;Inglés;
1982-10-30;Universitaria;Incompleto;Inglés;
1982-10-30;Universitaria;Incompleto;Inglés;
1988-01-14;Secundaria;Completó;Inglés;
1988-01-14;Secundaria;Completó;Portugues;
1974-09-17;Secundaria;Completó;Francés;
1974-09-17;Secundaria;Completó;Francés;
1974-09-17;Secundaria;Completó;Francés;
1974-09-17;Secundaria;Completó;Inglés;
1974-09-17;Secundaria;Completó;Inglés;
1974-09-17;Secundaria;Completó;Inglés;
1996-01-14;Secundaria;Incompleto;Inglés;
1996-01-14;Secundaria;Incompleto;Inglés;
1996-01-14;Secundaria;Incompleto;Inglés;
1994-06-01;Primaria;Completó;Inglés;
1994-06-01;Secundaria;Completó;Inglés;
1970-06-30;Primaria;Completó;Inglés;
1991-03-16;Primaria;Completó;Inglés;
1991-03-16;Primaria;Completó;Inglés;
1991-03-16;Primaria;Completó;Inglés;
1992-09-12;Primaria;Completó;Inglés;
1992-09-12;Secundaria;Completó;Inglés;
1953-01-21;Terciaria;En Curso;Inglés;
1953-01-21;Terciaria;Incompleto;Inglés;
1953-01-21;Terciaria;En Curso;Inglés;
1953-01-21;Terciaria;Incompleto;Inglés;
1953-01-21;Terciaria;En Curso;Inglés;
1953-01-21;Terciaria;Incompleto;Inglés;
1989-06-25;Secundaria;Completó;Inglés;
1989-06-25;Secundaria;Completó;Inglés;
1989-06-25;Secundaria;Completó;Inglés;
1984-08-10;Secundaria;Completó;Inglés;
1984-08-10;Terciaria;Completó;Inglés;
1984-08-10;Secundaria;Completó;Inglés;
1984-08-10;Terciaria;Completó;Inglés;
1984-08-10;Secundaria;Completó;Inglés;
1984-08-10;Terciaria;Completó;Inglés;
1980-02-10;Terciaria;Incompleto;Inglés;
1997-07-21;Secundaria;Completó;Inglés;
1977-03-27;Terciaria;Completó;Inglés;
1977-03-27;Universitaria;En Curso;Inglés;
1977-03-27;Terciaria;Completó;Inglés;
1977-03-27;Universitaria;En Curso;Inglés;
1977-03-27;Terciaria;Completó;Inglés;
1977-03-27;Universitaria;En Curso;Inglés;
1974-11-20;Primaria;Completó;Portugues;
1974-11-20;Secundaria;Completó;Portugues;
1992-08-18;Secundaria;Completó;Inglés;
1992-08-18;Secundaria;Completó;Inglés;
1992-08-18;Secundaria;Completó;Inglés;
1989-04-21;Primaria;Completó;Inglés;
1989-04-21;Secundaria;Completó;Inglés;
1996-03-14;Primaria;Completó;Inglés;
1996-03-14;Secundaria;Completó;Inglés;
1970-06-16;Secundaria;Incompleto;Inglés;
1970-06-16;Secundaria;Incompleto;Inglés;
1970-06-16;Secundaria;Incompleto;Inglés;
1970-06-16;Secundaria;Incompleto;Portugues;
1970-06-16;Secundaria;Incompleto;Portugues;
1970-06-16;Secundaria;Incompleto;Portugues;
1992-06-02;Secundaria;En Curso;Francés;
1992-06-02;Secundaria;En Curso;Francés;
1992-06-02;Secundaria;En Curso;Inglés;
1992-06-02;Secundaria;En Curso;Inglés;
1990-10-08;Secundaria;Completó;Inglés;
1990-10-08;Primaria;Completó;Inglés;
1990-10-08;Terciaria;Completó;Inglés;
1993-08-30;Secundaria;Completó;Inglés;
1993-08-30;Secundaria;Completó;Inglés;
1993-08-30;Secundaria;Completó;Inglés;
1961-05-23;Secundaria;Completó;Portugues;
1961-05-23;Terciaria;Completó;Portugues;
1961-05-23;Secundaria;Completó;Portugues;
1961-05-23;Terciaria;Completó;Portugues;
1984-08-07;Secundaria;Completó;Portugues;
1984-08-07;Secundaria;Completó;Portugues;
1984-08-07;Secundaria;Completó;Portugues;
1984-08-07;Secundaria;Completó;Inglés;
1984-08-07;Secundaria;Completó;Inglés;
1984-02-08;Terciaria;Completó;Francés;
1984-02-08;Terciaria;Completó;Portugues;
1984-02-08;Terciaria;Completó;Inglés;
1984-02-08;Terciaria;Completó;Inglés;
1984-02-08;Terciaria;Completó;Inglés;
1990-12-20;Secundaria;Completó;Portugues;
1987-05-11;Terciaria;Incompleto;Francés;
1987-05-11;Terciaria;Incompleto;Francés;
1987-05-11;Terciaria;Incompleto;Francés;
1987-05-11;Terciaria;Incompleto;Inglés;
1987-05-11;Terciaria;Incompleto;Inglés;
1987-05-11;Terciaria;Incompleto;Inglés;
1989-01-18;Secundaria;Completó;Inglés;
1989-01-18;Primaria;Completó;Inglés;
1987-05-11;Terciaria;Incompleto;Portugues;
1987-05-11;Terciaria;Incompleto;Portugues;
1987-05-11;Terciaria;Incompleto;Portugues;
1985-07-29;Universitaria;Completó;Inglés;
1985-07-29;Universitaria;Completó;Inglés;
1985-07-29;Universitaria;Completó;Inglés;
1985-07-29;Universitaria;Completó;Italiano;
1985-07-29;Universitaria;Completó;Italiano;
1998-03-04;Secundaria;Incompleto;Inglés;
1984-01-24;Primaria;Completó;Inglés;
1984-01-24;Secundaria;Incompleto;Inglés;
1984-01-24;Primaria;Completó;Inglés;
1984-01-24;Secundaria;Incompleto;Inglés;
1984-01-24;Primaria;Completó;Inglés;
1984-01-24;Secundaria;Incompleto;Inglés;
1984-01-24;Primaria;Completó;Portugues;
1984-01-24;Secundaria;Incompleto;Portugues;
1984-01-24;Primaria;Completó;Portugues;
1984-01-24;Secundaria;Incompleto;Portugues;
1984-01-24;Primaria;Completó;Portugues;
1984-01-24;Secundaria;Incompleto;Portugues;
1988-02-24;Secundaria;Completó;Inglés;
1994-03-10;Primaria;Completó;Inglés;
1994-03-10;Secundaria;Completó;Inglés;
1994-03-10;Primaria;Completó;Inglés;
1994-03-10;Secundaria;Completó;Inglés;
1982-11-26;Secundaria;Incompleto;Inglés;
1982-11-26;Secundaria;Incompleto;Portugues;
1993-11-29;Secundaria;Completó;Inglés;
1993-11-29;Secundaria;Completó;Inglés;
1993-11-29;Secundaria;Completó;Inglés;
1994-11-11;Secundaria;Incompleto;Inglés;
1994-11-11;Secundaria;Incompleto;Inglés;
1994-11-11;Secundaria;Incompleto;Inglés;
1991-05-06;Primaria;Completó;Inglés;
1991-05-06;Secundaria;Completó;Inglés;
1980-06-14;Secundaria;Incompleto;Inglés;
1980-06-14;Secundaria;Incompleto;Inglés;
1980-06-14;Secundaria;Incompleto;Inglés;
1980-11-11;Secundaria;Completó;Inglés;
1980-11-11;Secundaria;Completó;Inglés;
1980-11-11;Secundaria;Completó;Inglés;
1984-09-26;Secundaria;En Curso;Inglés;
1985-08-01;Secundaria;Completó;Francés;
1985-08-01;Secundaria;Completó;Inglés;
1986-04-25;Secundaria;Completó;Inglés;
1986-04-25;Secundaria;Completó;Inglés;
1986-04-25;Secundaria;Completó;Inglés;
1986-04-25;Secundaria;Completó;Portugues;
1986-04-25;Secundaria;Completó;Portugues;
1986-04-25;Secundaria;Completó;Portugues;
1987-08-11;Primaria;Completó;Inglés;
1987-08-11;Secundaria;Completó;Inglés;
1987-08-11;Universitaria;Completó;Inglés;
1987-08-11;Primaria;Completó;Inglés;
1987-08-11;Secundaria;Completó;Inglés;
1987-08-11;Universitaria;Completó;Inglés;
1987-08-11;Primaria;Completó;Inglés;
1987-08-11;Secundaria;Completó;Inglés;
1987-08-11;Universitaria;Completó;Inglés;
1985-05-12;Secundaria;Completó;Inglés;
1985-05-12;Terciaria;Incompleto;Inglés;
1985-05-12;Universitaria;Incompleto;Inglés;
1985-05-12;Secundaria;Completó;Inglés;
1985-05-12;Terciaria;Incompleto;Inglés;
1985-05-12;Universitaria;Incompleto;Inglés;
1988-06-11;Universitaria;En Curso;Inglés;
1988-06-11;Universitaria;En Curso;Inglés;
1988-06-11;Universitaria;En Curso;Inglés;
1988-06-11;Universitaria;En Curso;Portugues;
1988-06-11;Universitaria;En Curso;Portugues;
1988-06-11;Universitaria;En Curso;Portugues;
1989-07-13;Primaria;Completó;Inglés;
1989-07-13;Secundaria;Completó;Inglés;
1985-03-05;Universitaria;Incompleto;Inglés;
1985-03-05;Universitaria;Incompleto;Inglés;
1985-03-05;Universitaria;Incompleto;Inglés;
1985-03-05;Universitaria;Incompleto;Portugues;
1985-03-05;Universitaria;Incompleto;Portugues;
1985-03-05;Universitaria;Incompleto;Portugues;
1972-09-19;Secundaria;Completó;Inglés;
1994-06-16;Terciaria;Incompleto;Aleman;
1994-06-16;Terciaria;Incompleto;Inglés;
1990-05-06;Secundaria;En Curso;Inglés;
1990-05-06;Secundaria;En Curso;Inglés;
1972-07-21;Primaria;Completó;Inglés;
1972-07-21;Secundaria;Incompleto;Inglés;
1990-05-06;Secundaria;En Curso;Inglés;
1994-06-16;Terciaria;Incompleto;Inglés;
1994-06-16;Terciaria;Incompleto;Inglés;
1997-05-06;Primaria;Incompleto;Inglés;
1997-05-06;Secundaria;Incompleto;Inglés;
1994-09-09;Primaria;Completó;Portugues;
1994-09-09;Secundaria;Completó;Portugues;
1994-09-09;Primaria;Completó;Portugues;
1994-09-09;Secundaria;Completó;Portugues;
1994-09-09;Primaria;Completó;Portugues;
1994-09-09;Secundaria;Completó;Portugues;
1990-12-11;Terciaria;Incompleto;Inglés;
1990-12-11;Terciaria;Incompleto;Inglés;
1990-12-11;Terciaria;Incompleto;Inglés;
1966-09-02;Terciaria;Completó;Inglés;
1983-10-09;Secundaria;Completó;Inglés;
1983-10-09;Universitaria;Incompleto;Inglés;
1983-10-09;Secundaria;Completó;Inglés;
1983-10-09;Universitaria;Incompleto;Inglés;
1983-10-09;Secundaria;Completó;Inglés;
1983-10-09;Universitaria;Incompleto;Inglés;
1993-08-25;Secundaria;Incompleto;Inglés;
1993-08-25;Secundaria;Incompleto;Portugues;
1996-01-23;Secundaria;Completó;Inglés;
1996-01-23;Secundaria;Completó;Inglés;
1989-04-20;Secundaria;Completó;Inglés;
1989-04-20;Secundaria;Completó;Inglés;
1989-04-20;Secundaria;Completó;Inglés;
1983-05-18;Secundaria;Completó;Francés;
1983-05-18;Universitaria;Incompleto;Francés;
1983-05-18;Secundaria;Completó;Francés;
1983-05-18;Universitaria;Incompleto;Francés;
1983-05-18;Secundaria;Completó;Inglés;
1983-05-18;Universitaria;Incompleto;Inglés;
1983-05-18;Secundaria;Completó;Inglés;
1983-05-18;Universitaria;Incompleto;Inglés;
1983-05-18;Secundaria;Completó;Inglés;
1983-05-18;Universitaria;Incompleto;Inglés;
2016-11-16;Secundaria;Incompleto;Inglés;
2016-11-16;Secundaria;Incompleto;Inglés;
2016-11-16;Secundaria;Incompleto;Inglés;
1988-10-21;Primaria;Completó;Inglés;
1988-10-21;Secundaria;Completó;Inglés;
1988-10-21;Primaria;Completó;Inglés;
1988-10-21;Secundaria;Completó;Inglés;
1988-10-21;Primaria;Completó;Inglés;
1988-10-21;Secundaria;Completó;Inglés;
1982-07-01;Secundaria;Completó;Inglés;
1982-07-01;Secundaria;Completó;Inglés;
1982-07-01;Secundaria;Completó;Inglés;
1982-07-01;Secundaria;Completó;Portugues;
1982-07-01;Secundaria;Completó;Portugues;
1982-07-01;Secundaria;Completó;Portugues;
1994-09-15;Secundaria;Completó;Inglés;
1994-09-15;Secundaria;Completó;Inglés;
1994-09-15;Secundaria;Completó;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1991-09-10;Secundaria;Incompleto;Inglés;
1982-12-30;Secundaria;Completó;Inglés;
1982-12-30;Secundaria;Completó;Portugues;
1987-11-25;Secundaria;Completó;Inglés;
1987-11-25;Secundaria;Completó;Inglés;
1987-11-25;Secundaria;Completó;Inglés;
1990-02-12;Secundaria;Completó;Inglés;
1990-02-12;Terciaria;En Curso;Inglés;
1990-02-12;Secundaria;Completó;Inglés;
1990-02-12;Terciaria;En Curso;Inglés;
1990-02-12;Secundaria;Completó;Portugues;
1990-02-12;Terciaria;En Curso;Portugues;
1990-02-12;Secundaria;Completó;Portugues;
1990-02-12;Terciaria;En Curso;Portugues;
1990-02-12;Secundaria;Completó;Portugues;
1990-02-12;Terciaria;En Curso;Portugues;
1987-06-08;Secundaria;En Curso;Inglés;
1987-06-08;Secundaria;En Curso;Inglés;
1987-06-08;Secundaria;En Curso;Inglés;
1987-07-22;Secundaria;Incompleto;Inglés;
1987-07-22;Secundaria;Incompleto;Inglés;
1987-07-22;Secundaria;Incompleto;Inglés;
1986-06-02;Universitaria;Incompleto;Inglés;
1993-02-03;Universitaria;En Curso;Inglés;
1993-02-03;Universitaria;En Curso;Inglés;
1990-06-03;Universitaria;En Curso;Inglés;
1998-09-09;Secundaria;En Curso;Inglés;
1998-09-09;Secundaria;En Curso;Inglés;
1998-09-09;Secundaria;En Curso;Inglés;
1986-04-28;Terciaria;Incompleto;Inglés;
1986-04-28;Terciaria;Incompleto;Inglés;
1986-04-28;Terciaria;Incompleto;Inglés;
1986-04-28;Terciaria;Incompleto;Portugues;
1986-04-28;Terciaria;Incompleto;Portugues;
1986-04-28;Terciaria;Incompleto;Portugues;
1966-06-26;Secundaria;Completó;Inglés;
1966-06-26;Terciaria;Incompleto;Inglés;
1966-06-26;Terciaria;Completó;Inglés;
1966-06-26;Secundaria;Completó;Inglés;
1966-06-26;Terciaria;Incompleto;Inglés;
1966-06-26;Terciaria;Completó;Inglés;
1966-06-26;Secundaria;Completó;Inglés;
1966-06-26;Terciaria;Incompleto;Inglés;
1966-06-26;Terciaria;Completó;Inglés;
1971-09-12;Terciaria;Completó;Aleman;
1971-09-12;Terciaria;Completó;Aleman;
1971-09-12;Terciaria;Completó;Aleman;
1971-09-12;Terciaria;Completó;Inglés;
1971-09-12;Terciaria;Completó;Inglés;
1971-09-12;Terciaria;Completó;Inglés;
1995-06-05;Secundaria;Incompleto;Inglés;
1997-12-09;Secundaria;En Curso;Inglés;
1997-12-09;Secundaria;En Curso;Inglés;
1997-12-09;Secundaria;En Curso;Inglés;
1994-03-12;Universitaria;En Curso;Inglés;
1979-04-27;Secundaria;Completó;Inglés;
1994-03-12;Universitaria;En Curso;Inglés;
1979-04-27;Secundaria;Completó;Inglés;
1979-04-27;Secundaria;Completó;Inglés;
1994-03-12;Universitaria;En Curso;Inglés;
1989-04-21;Primaria;Completó;Inglés;
1989-04-21;Secundaria;Completó;Inglés;
1994-03-12;Universitaria;En Curso;Portugues;
1994-03-12;Universitaria;En Curso;Portugues;
1994-03-12;Universitaria;En Curso;Portugues;
1969-08-02;Secundaria;Completó;Inglés;
1992-02-05;Terciaria;En Curso;Inglés;
1992-02-05;Terciaria;En Curso;Inglés;
1992-02-05;Terciaria;En Curso;Inglés;
1997-05-06;Secundaria;Incompleto;Inglés;
1997-05-06;Secundaria;Incompleto;Inglés;
1997-05-06;Secundaria;Incompleto;Inglés;
1989-12-14;Secundaria;Completó;Inglés;
1989-12-14;Universitaria;En Curso;Inglés;
1993-05-24;Secundaria;Completó;Inglés;
1993-05-24;Secundaria;Completó;Inglés;
1993-05-24;Secundaria;Completó;Inglés;
1988-08-23;Secundaria;Completó;Inglés;
1988-08-23;Secundaria;Completó;Inglés;
1988-08-23;Secundaria;Completó;Inglés;
1982-11-10;Secundaria;Incompleto;Inglés;
1982-11-10;Secundaria;Incompleto;Inglés;
1982-11-10;Secundaria;Incompleto;Inglés;
1975-01-18;Posgrado;Completó;Francés;
1975-01-18;Universitaria;Completó;Francés;
1975-01-18;Posgrado;Completó;Francés;
1975-01-18;Universitaria;Completó;Francés;
1975-01-18;Posgrado;Completó;Francés;
1975-01-18;Universitaria;Completó;Francés;
1975-01-18;Posgrado;Completó;Inglés;
1975-01-18;Universitaria;Completó;Inglés;
1975-01-18;Posgrado;Completó;Inglés;
1975-01-18;Universitaria;Completó;Inglés;
1975-01-18;Posgrado;Completó;Inglés;
1975-01-18;Universitaria;Completó;Inglés;
1958-12-21;Terciaria;Completó;Inglés;
1958-12-21;Terciaria;Completó;Inglés;
1978-08-24;Universitaria;En Curso;Inglés;
1958-12-21;Terciaria;Completó;Inglés;
1964-02-09;Secundaria;Completó;Inglés;
1964-02-09;Secundaria;Completó;Inglés;
1964-02-09;Secundaria;Completó;Inglés;
1994-05-07;Universitaria;Completó;Inglés;
1994-05-07;Universitaria;Completó;Inglés;
1994-05-07;Universitaria;Completó;Inglés;
1994-10-26;Secundaria;Completó;Inglés;
1994-10-26;Secundaria;Completó;Inglés;
1994-10-26;Secundaria;Completó;Inglés;
1972-02-05;Secundaria;Incompleto;Inglés;
1972-02-05;Secundaria;Incompleto;Inglés;
1972-02-05;Secundaria;Incompleto;Inglés;
1971-06-07;Secundaria;Incompleto;Inglés;
1993-02-03;Universitaria;En Curso;Inglés;
1981-05-08;Secundaria;Incompleto;Inglés;
1981-05-08;Secundaria;Incompleto;Inglés;
1981-05-08;Secundaria;Incompleto;Inglés;
1985-12-27;Secundaria;Completó;Inglés;
1985-12-27;Terciaria;Completó;Inglés;
1985-12-27;Secundaria;Completó;Inglés;
1985-12-27;Terciaria;Completó;Inglés;
1985-12-27;Secundaria;Completó;Inglés;
1985-12-27;Terciaria;Completó;Inglés;
1993-02-09;Secundaria;En Curso;Inglés;
1970-08-24;Primaria;Completó;Inglés;
1990-08-07;Secundaria;Completó;Inglés;
1990-08-07;Terciaria;Completó;Inglés;
1992-10-20;Secundaria;Completó;Inglés;
1991-02-12;Secundaria;Completó;Portugues;
1991-02-12;Terciaria;Incompleto;Portugues;
1991-02-12;Terciaria;En Curso;Portugues;
1991-02-12;Secundaria;Completó;Portugues;
1991-02-12;Terciaria;Incompleto;Portugues;
1991-02-12;Terciaria;En Curso;Portugues;
1991-02-12;Secundaria;Completó;Portugues;
1991-02-12;Terciaria;Incompleto;Portugues;
1991-02-12;Terciaria;En Curso;Portugues;
1989-02-13;Secundaria;Completó;Inglés;
1992-02-01;Universitaria;Completó;Inglés;
1992-02-01;Universitaria;Completó;Inglés;
1992-02-01;Universitaria;Completó;Inglés;
1989-01-23;Secundaria;Incompleto;Inglés;
1989-01-23;Secundaria;Incompleto;Inglés;
1989-01-23;Secundaria;Incompleto;Inglés;
1989-01-23;Secundaria;Incompleto;Portugues;
1989-01-23;Secundaria;Incompleto;Portugues;
1989-01-23;Secundaria;Incompleto;Portugues;
1986-11-19;Secundaria;Completó;Portugues;
1986-11-19;Universitaria;Completó;Portugues;
1986-11-19;Secundaria;Completó;Portugues;
1986-11-19;Universitaria;Completó;Portugues;
1986-11-19;Secundaria;Completó;Portugues;
1986-11-19;Universitaria;Completó;Portugues;
1986-11-19;Secundaria;Completó;Inglés;
1986-11-19;Universitaria;Completó;Inglés;
1995-07-11;Universitaria;En Curso;Francés;
1995-07-11;Universitaria;En Curso;Francés;
1995-07-11;Universitaria;En Curso;Francés;
1986-11-19;Secundaria;Completó;Inglés;
1986-11-19;Universitaria;Completó;Inglés;
1986-11-19;Secundaria;Completó;Inglés;
1986-11-19;Universitaria;Completó;Inglés;
1988-04-25;Secundaria;Incompleto;Inglés;
1988-04-25;Secundaria;Incompleto;Inglés;
1988-04-25;Secundaria;Incompleto;Inglés;
1989-02-27;Secundaria;Incompleto;Inglés;
1989-02-27;Secundaria;Incompleto;Inglés;
1989-02-27;Secundaria;Incompleto;Inglés;
1989-11-11;Terciaria;Completó;Inglés;
1989-11-11;Terciaria;Completó;Inglés;
1989-11-11;Terciaria;Completó;Inglés;
1980-06-19;Primaria;Completó;Portugues;
1980-06-19;Secundaria;Incompleto;Portugues;
1991-12-21;Universitaria;En Curso;Inglés;
1978-10-10;Terciaria;Completó;Inglés;
1966-07-27;Secundaria;Completó;Inglés;
1978-10-10;Terciaria;Completó;Inglés;
1966-07-27;Secundaria;Completó;Inglés;
1978-10-10;Terciaria;Completó;Inglés;
1966-07-27;Secundaria;Completó;Inglés;
1978-10-10;Terciaria;Completó;Francés;
1978-10-10;Terciaria;Completó;Francés;
1978-10-10;Terciaria;Completó;Francés;
1991-07-15;Secundaria;Completó;Inglés;
1991-07-15;Secundaria;Completó;Inglés;
1991-07-15;Secundaria;Completó;Inglés;
1968-11-17;Secundaria;Completó;Inglés;
1968-11-17;Secundaria;Completó;Inglés;
1968-11-17;Secundaria;Completó;Inglés;
1997-12-01;Secundaria;En Curso;Inglés;
1997-12-01;Secundaria;En Curso;Inglés;
1997-12-01;Secundaria;En Curso;Inglés;
1977-06-05;Universitaria;En Curso;Inglés;
1977-06-05;Universitaria;En Curso;Inglés;
1977-06-05;Universitaria;En Curso;Inglés;
1982-09-05;Primaria;Completó;Inglés;
1982-09-05;Secundaria;Incompleto;Inglés;
1998-03-22;Secundaria;Incompleto;Inglés;
1998-03-22;Secundaria;Incompleto;Inglés;
1998-03-22;Secundaria;Incompleto;Inglés;
1989-10-25;Secundaria;Completó;Inglés;
1989-10-25;Terciaria;Completó;Inglés;
1989-10-25;Secundaria;Completó;Inglés;
1989-10-25;Terciaria;Completó;Inglés;
1989-10-25;Secundaria;Completó;Inglés;
1989-10-25;Terciaria;Completó;Inglés;
1989-10-25;Secundaria;Completó;Portugues;
1989-10-25;Terciaria;Completó;Portugues;
1989-10-25;Secundaria;Completó;Portugues;
1989-10-25;Terciaria;Completó;Portugues;
1989-10-25;Secundaria;Completó;Portugues;
